chinese,pinyin
《体育课程标准》为体育课堂提供了课程评价的相关要求。概括来说，相关要求涵盖对学生的学习、教师的教学和课程的建设等多个方面。,"Tǐyù Kèchéng Biāozhǔn wèi tǐyù kètáng tígōngle kèchéng píngjià de xiāngguān yāoqiú. Gàikuò lái shuō, xiāngguān yāoqiú hángài duì xuésheng de xuéxí, jiàoshī de jiàoxué hé kèchéng de jiànshè děng duō ge fāngmiàn."
我所做的一切，归根到底，不还是为了你吗？,"Wǒ suǒ zuò de yíqiè, guīgēndàodǐ, bù háishi wèile nǐ ma?"
企业竞争，是技术、产品的竞争，归根到底是人才的竞争。,"Qǐyè jìngzhēng, shì jìshù, chǎnpǐn de jìngzhēng, guīgēndàodǐ shì réncái de jìngzhēng."
他问同事怕不怕，他们总是说：“这有什么好怕的？”话是这么说，但他依然有些恐惧。但怕也没有用，因为活是要干的，你怕不怕都得干！,"Tā wèn tóngshì pà bú pà, tāmen zǒngshì shuō: ""Zhè yǒu shénme hǎo pà de?"" Huà shì zhème shuō, dàn tā yīrán yǒuxiē kǒngjù. Dàn pà yě méiyǒu yòng, yīnwèi huó shì yào gàn de, nǐ pà bú pà dōu děi gàn!"
如果一个人的事业能够被社会所认可，那么这种感受是超越物质的。话是这么说，但谁不想拥有好的物质条件呢？,"Rúguǒ yí ge rén de shìyè nénggòu bèi shèhuì suǒ rènkě, nàme zhè zhǒng gǎnshòu shì chāoyuè wùzhì de. Huà shì zhème shuō, dàn shéi bù xiǎng yōngyǒu hǎo de wùzhì tiáojiàn ne?"
现在很多公交车驾驶座旁安装了包围门，保证司机专注开车。话说回来，司机安全驾驶，乘客才能安全到站。,"Xiànzài hěn duō gōngjiāochē jiàshǐzuò páng ānzhuāngle bāowéimén, bǎozhèng sījī zhuānzhù kāi chē. Huàshuōhuílai, sījī ānquán jiàshǐ, chéngkè cái néng ānquán dàozhàn."
我一定得去问问，她这本书是在哪淘来的？不过话又说回来了，打听出来了又怎么样？反正已经被她买走了。,"Wǒ yídìng děi qù wènwen, tā zhè běn shū shì zài nǎ táolái de? Búguò huà yòu shuōhuílai le, dǎting chūlái le yòu zěnmeyàng? Fǎnzhèng yǐjīng bèi tā mǎizǒu le."
喀什绝大多数人口是维吾尔族，汉族仅占10%。换句话说，10个人里只有一个是汉族人。,"Kāshí jué dàduōshù rénkǒu shì Wéiwú'ěrzú, Hànzú jǐn zhàn bǎifēnzhīshí. Huànjùhuàshuō, shí ge rén lǐ zhǐyǒu yí ge shì Hànzú rén."
读书固然范围要广博，但是也要有所选择，不能什么都读。换句话说，不仅要多读书，还要读好书。,"Dúshū gùrán fànwéi yào guǎngbó, dànshì yě yào yǒusuǒxuǎnzé, bùnéng shénme dōu dú. Huàn jù huà shuō, bùjǐn yào duō dúshū, hái yào dú hǎo shū."
你要问我过年的感受，简言之：热热闹闹、忙忙碌碌、吃吃喝喝、嘻嘻哈哈罢了。,"Nǐ yào wèn wǒ guònián de gǎnshòu, jiǎnyánzhī: rèrenàonao, mángmanglùlù, chīchihēhē, xīxihāhā bàle."
电影艺术的教育作用，在于将人物的境遇、所作的斗争以及内心活动、思想感情传递给观众并为其所理解，从而激起共情。简而言之，就是能否动之以情。,"Diànyǐng yìshù de jiàoyù zuòyòng, zàiyú jiāng rénwù de jìngyù, suǒ zuò de dòuzhēng yǐjí nèixīn huódòng, sīxiǎng gǎnqíng chuándì gěi guānzhòng bìng wèi qí suǒ lǐjiě, cóng'ér jīqǐ gòngqíng. Jiǎn'éryánzhī, jiùshì néngfǒu dòngzhīyǐqíng."
“北京的雪总是静悄悄地飘下来，不会有一点声音。只有第二天早上睡醒了去开门，才知道昨天晚上下雪了。”一个道地的北京口音回应说：“可不，北京连雪也文明。”,"""Běijīng de xuě zǒngshì jìngqiāoqiāo de piāo xiàlái, bú huì yǒu yìdiǎn shēngyīn. Zhǐyǒu dì èr tiān zǎoshang shuìxǐngle qù kāimén, cái zhīdao zuótiān wǎnshang xià xuě le."" Yí ge dàodì de Běijīng kǒuyīn huíyìng shuō: ""Kěbù, Běijīng lián xuě yě wénmíng."""
刘全指着铁子说：“要不是蔬菜大棚，铁子还是贫困户哩！”铁子不好意思地笑了：“可不是嘛！”,"Liú Quán zhǐzhe Tiězi shuō: ""Yàobúshì shūcài dàpéng, Tiězi háishi pínkùnhù lǐ!"" Tiězi bù hǎoyìsi de xiào le: ""Kěbúshì ma!"""
老实说，我对你太失望了。,"Lǎoshi shuō, wǒ duì nǐ tài shīwàng le."
我和我老公现在的状态是，只要我不主动和他说话，他也绝不会找我说话，老实说，有时候我觉得这样也挺好的，默契就行。,"Wǒ hé wǒ lǎogōng xiànzài de zhuàngtài shì, zhǐyào wǒ bù zhǔdòng hé tā shuōhuà, tā yě jué bú huì zhǎo wǒ shuōhuà, lǎoshi shuō, yǒu shíhou wǒ juéde zhèyàng yě tǐng hǎo de, mòqì jiù xíng."
我的朋友给我介绍了一位知名造型师。还别说，经他这么一打扮，我感觉整个人年轻了10岁。,"Wǒ de péngyou gěi wǒ jièshàole yí wèi zhīmíng zàoxíngshī. Hái bié shuō, jīng tā zhème yì dǎban, wǒ gǎnjué zhěnggè rén niánqīngle shí suì."
我当年一咬牙，花了三个月的工资买了这台洗衣机，你还别说，贵有贵的道理，这么多年它没出现过一次质量问题。,"Wǒ dāngnián yì yǎoyá, huāle sān ge yuè de gōngzī mǎile zhè tái xǐyījī, nǐ hái bié shuō, guì yǒu guì de dàoli, zhème duō nián tā méi chūxiànguo yí cì zhìliàng wèntí."
孩子考试不及格，千万别这样训斥孩子：“你看你，就考这么点分。你看那谁谁谁，人家怎么就能考那么高的分呢？”,"Háizi kǎoshì bù jígé, qiānwàn bié zhèyàng xùnchì háizi: ""Nǐ kàn nǐ, jiù kǎo zhème diǎn fēn. Nǐ kàn nà shéi shéi shéi, rénjia zěnme jiù néng kǎo nàme gāo de fēn ne?"""
小娟啊！别人减肥，你可不能减啊！你看你，本来就瘦，再减的话都没人形了！,"Xiǎo Juān a! Biéren jiǎnféi, nǐ kě bùnéng jiǎn a! Nǐ kàn nǐ, běnlái jiù shòu, zài jiǎn dehuà dōu méi rénxíng le!"
你说到哪儿去了，我才不会对他产生任何好感！,"Nǐ shuōdào nǎr qù le, wǒ cái bú huì duì tā chǎnshēng rènhé hǎogǎn!"
姐姐，看你说到哪儿去了，这么见外，我们是一家人，我怎么会不尽全力帮你呢？,"Jiějie, kàn nǐ shuōdào nǎr qù le, zhème jiànwài, wǒmen shì yì jiā rén, wǒ zěnme huì bú jìn quánlì bāng nǐ ne?"
说真的，老张，我真怕他！不但我怕，别人也都怕他。他要是来了，我可是一句话都说不出来。,"Shuō zhēn de, Lǎo Zhāng, wǒ zhēn pà tā! Búdàn wǒ pà, biéren yě dōu pà tā. Tā yàoshi lái le, wǒ kěshì yí jù huà dōu shuō bu chūlái."
娜娜心平气和地说：“说真的，晓东，你过得好还是不好，对我已经无所谓了。我现在看到你，心里完全没有波澜。你放心吧，我不恨你，你不用抱歉。”,"Nànà xīnpíngqìhé de shuō: ""Shuō zhēn de, Xiǎodōng, nǐ guò de hǎo háishi bù hǎo, duì wǒ yǐjīng wúsuǒwèi le. Wǒ xiànzài kàndào nǐ, xīnli wánquán méiyǒu bōlán. Nǐ fàngxīn ba, wǒ bú hèn nǐ, nǐ búyòng bàoqiàn."""
向一个根本不喜欢数学的人解释为何迷上数学，这几乎不可能。退一步说，他甚至不能向自己解释清楚。,"Xiàng yí ge gēnběn bù xǐhuan shùxué de rén jiěshì wèihé míshàng shùxué, zhè jīhū bù kěnéng. Tuì yí bù shuō, tā shènzhì bùnéng xiàng zìjǐ jiěshì qīngchu."
且不说在近几年内，本省电力紧缺的局面不可能有根本性的改观，退一步说，即使电力紧缺得到基本缓解，小火电仍然有其不可替代之处。,"Qiěbùshuō zài jìn jǐ nián nèi, běn shěng diànlì jǐnquē de júmiàn bù kěnéng yǒu gēnběnxìng de gǎiguān, tuì yí bù shuō, jíshǐ diànlì jǐnquē dédào jīběn huǎnjiě, xiǎo huǒdiàn réngrán yǒu qí bùkě tìdài zhī chù."
无论如何，我得去打听打听，她这衣服到底从哪买的？,"Wúlùn rúhé, wǒ děi qù dǎting dǎting, tā zhè yīfu dàodǐ cóng nǎ mǎi de?"
追逐梦想的过程必然是艰辛的，但无论如何，你都要坚持下去。,"Zhuīzhú mèngxiǎng de guòchéng bìrán shì jiānxīn de, dàn wúlùn rúhé, nǐ dōu yào jiānchíxiàqu."
你不能只看别人对你热不热情，先得想想自己应该怎么做。要我说呀，你还老觉得自己是个知识分子，身份与众不同。,"Nǐ bùnéng zhǐ kàn biéren duì nǐ rè bu rèqíng, xiān děi xiǎngxiang zìjǐ yīnggāi zěnme zuò. Yào wǒ shuō ya, nǐ hái lǎo juéde zìjǐ shì ge zhīshi fènzǐ, shēnfèn yǔzhòngbùtóng."
我是没看出来他的书法好在哪里，妙在哪里。要让我说，不同就不同在他是个作家，而不是普通人。,"Wǒ shì méi kànchūlai tā de shūfǎ hǎo zài nǎlǐ, miào zài nǎlǐ. Yào ràng wǒ shuō, bùtóng jiù bùtóng zài tā shì ge zuòjiā, ér búshì pǔtōngrén."
那些小伙子经常过来帮我在院子里干活，遇着墙坏了就重新垒。这不，院子的东墙就是他们不久前新垒的。,"Nàxiē xiǎohuǒzi jīngcháng guòlái bāng wǒ zài yuànzi lǐ gànhuó, yùzháo qiáng huài le jiù chóngxīn lěi. Zhè bù, yuànzi de dōng qiáng jiùshì tāmen bùjiǔ qián xīn lěi de."
节日到了，我想给他们改善改善伙食。他俩是滕州的，这不，我准备了大葱、煎饼，还有一大盘肉。,"Jiérì dào le, wǒ xiǎng gěi tāmen gǎishàn gǎishàn huǒshí. Tā liǎ shì Téngzhōu de, zhè bù, wǒ zhǔnbèile dàcōng, jiānbǐng, hái yǒu yí dà pán ròu."
他在屋后的空地上饲养了一群小鸡。这样一来，等小鸡长大后，他就有鸡蛋和鸡肉可吃了。,"Tā zài wū hòu de kòngdì shàng sìyǎngle yì qún xiǎojī. Zhèyàng yìlái, děng xiǎojī zhǎngdà hòu, tā jiù yǒu jīdàn hé jīròu kě chī le."
这些猎犬虽然个个经验丰富、身手矫健，但是对主人却不够信任。这样一来，整个队伍在捕猎时的战斗力并不高。,"Zhèxiē lièquǎn suīrán gègè jīngyàn fēngfù, shēnshǒu jiǎojiàn, dànshì duì zhǔrén què bú gòu xìnrèn. Zhèyàng yìlái, zhěnggè duìwu zài bǔliè shí de zhàndòulì bìng bù gāo."
他在我睡熟的时候偷偷跑了。真是的，我怎么会一点儿动静都没听到，睡得这么沉呢？,"Tā zài wǒ shuìshú de shíhou tōutōu pǎo le. Zhēnshi de, wǒ zěnme huì yìdiǎnr dòngjing dōu méi tīngdào, shuì de zhème chén ne?"
这点儿小事你竟然能唠叨两个多小时，真是的！,"Zhè diǎnr xiǎoshì nǐ jìngrán néng láodao liǎng ge duō xiǎoshí, zhēnshi de!"
生态经济学认为，一切经济活动都是在一定的生态经济系统中进行的。它是由生态系统和经济系统两个子系统有机结合形成的。经济活动不单在经济系统中进行，同时也在生态系统中运行。也就是说，同时要受经济规律和生态规律的双重制约。有的地区比其他地区发展得好、前景也更广阔，关键就在于主政者能够不但遵循商业经营规律，同时也满足生态平衡的自然规律要求。综上所述，创造经济效益、增强地区的竞争力与可持续发展密不可分，关键之处是人类是否在合理地利用资源、是否在改善和保护环境。,"Shēngtài jīngjìxué rènwéi, yíqiè jīngjì huódòng dōu shì zài yídìng de shēngtài jīngjì xìtǒng zhōng jìnxíng de. Tā shì yóu shēngtài xìtǒng hé jīngjì xìtǒng liǎng ge zǐ xìtǒng yǒujī jiéhé xíngchéng de. Jīngjì huódòng bùdān zài jīngjì xìtǒng zhōng jìnxíng, tóngshí yě zài shēngtài xìtǒng zhōng yùnxíng. Yě jiùshì shuō, tóngshí yào shòu jīngjì guīlǜ hé shēngtài guīlǜ de shuāngchóng zhìyuē. Yǒude dìqū bǐ qítā dìqū fāzhǎn de hǎo, qiánjǐng yě gèng guǎngkuò, guānjiàn jiù zàiyú zhǔzhèngzhě nénggòu búdàn zūnxún shāngyè jīngyíng guīlǜ, tóngshí yě mǎnzú shēngtài pínghéng de zìrán guīlǜ yāoqiú. Zōngshàngsuǒshù, chuàngzào jīngjì xiàoyì, zēngqiáng dìqū de jìngzhēnglì yǔ kě chíxù fāzhǎn mìbùkěfēn, guānjiàn zhī chù shì rénlèi shìfǒu zài hélǐ de lìyòng zīyuán, shìfǒu zài gǎishàn hé bǎohù huánjìng."
在这两天的赛场上，对面实力强大，调兵遣将游刃有余，相比起来，我们在女子项目上可与之匹敌，男双也有机会，但男单相对处于弱势。综上所述，赢下对方的困难不小，可他们碰见我们，心里未必就不发怵。,"Zài zhè liǎng tiān de sàichǎng shàng, duìmiàn shílì qiángdà, diàobīngqiǎnjiàng yóurènyǒuyú, xiāngbǐ qǐlái, wǒmen zài nǚzǐ xiàngmù shàng kě yǔ zhī pǐdí, nánshuāng yě yǒu jīhuì, dàn nándān xiāngduì chǔyú ruòshì. Zōngshàngsuǒshù, yíngxià duìfāng de kùnnan bù xiǎo, kě tāmen pèngjiàn wǒmen, xīnli wèibì jiù bù fāchù."
法制组调查组赴广东省多地，对招商引资工作进行了深入调研。总的来说，工作取得了不小的成就，但也暴露出了若干具体问题。,"Fǎzhìzǔ diàocházǔ fù Guǎngdōng Shěng duō dì, duì zhāoshāng yǐnzī gōngzuò jìnxíngle shēnrù diàoyán. Zǒng de lái shuō, gōngzuò qǔdéle bù xiǎo de chéngjiù, dàn yě bàolùchūle ruògān jùtǐ wèntí."
他虽然性子急，有时说话有点儿伤人，但总的来说，他是个善良、真诚的人，关键时刻，总能给予我最及时的帮助。,"Tā suīrán xìngzi jí, yǒu shí shuōhuà yǒudiǎnr shāng rén, dàn zǒng de lái shuō, tā shì ge shànliáng, zhēnchéng de rén, guānjiàn shíkè, zǒng néng jǐyǔ wǒ zuì jíshí de bāngzhù."
现在这个时代，你不但可以进行传统的阅读自学，还可以在网络上参加正规大学开设的慕课，学习之后甚至能获得学分认定。总而言之，一个有志于学习的人，肯定能够找到适合自己的学习之路，从而走上精彩的人生之路。,"Xiànzài zhège shídài, nǐ búdàn kěyǐ jìnxíng chuántǒng de yuèdú zìxué, hái kěyǐ zài wǎngluò shàng cānjiā zhèngguī dàxué kāishè de mùkè, xuéxí zhīhòu shènzhì néng huòdé xuéfēn rèndìng. Zǒng'éryánzhī, yí ge yǒuzhìyú xuéxí de rén, kěndìng nénggòu zhǎodào shìhé zìjǐ de xuéxí zhī lù, cóng'ér zǒushàng jīngcǎi de rénshēng zhī lù."
鲁迅早就主张用“拿来主义”对待他国的科学文化。他主张“拿来”以后，再区别好坏，或用或弃，总而言之，为我所用。,"Lǔ Xùn zǎo jiù zhǔzhāng yòng ""náláizhǔyì"" duìdài tāguó de kēxué wénhuà. Tā zhǔzhāng ""nálái"" yǐhòu, zài qūbié hǎohuài, huò yòng huò qì, zǒng'éryánzhī, wèi wǒ suǒ yòng."
他的出发点是好的，只是没想到事情会闹到这个地步。,"Tā de chūfādiǎn shì hǎo de, zhǐshì méi xiǎngdào shìqing huì nàodào zhège dìbù."
她是铁了心要走，话说到这个份上了，再挽留也就没什么意思。,"Tā shì tiěle xīn yào zǒu, huà shuōdào zhège fènshang le, zài wǎnliú yě jiù méi shénme yìsi."
他对他那一对双胞胎儿女，喜欢得要命。,"Tā duì tā nà yí duì shuāngbāotāi érnǚ, xǐhuan de yàomìng."
今年福州破天荒下起了雪，天气冷得要死。幸亏家里提前装了地暖。,"Jīnnián Fúzhōu pòtiānhuāng xiàqǐle xuě, tiānqì lěng de yàosǐ. Xìngkuī jiā lǐ tíqián zhuāngle dìnuǎn."
儿子再次打来电话，可他连听都不听就直接把电话挂掉，然后把话筒放在一边，这样他儿子就再也打不进来了。,"Érzi zàicì dǎlái diànhuà, kě tā lián tīng dōu bù tīng jiù zhíjiē bǎ diànhuà guàdiào, ránhòu bǎ huàtǒng fàng zài yìbiān, zhèyàng tā érzi jiù zài yě dǎ bu jìnlái le."
我敢断定，你托他办的这件事，他在老板面前提都没提过。,"Wǒ gǎn duàndìng, nǐ tuō tā bàn de zhè jiàn shì, tā zài lǎobǎn miànqián tí dōu méi tíguo."
玩就玩个痛快，反正明天还是假期。,"Wán jiù wán ge tòngkuai, fǎnzhèng míngtiān háishi jiàqī."
今天我请客，你不用心疼钱，咱去就去个好点儿的饭店。,"Jīntiān wǒ qǐngkè, nǐ búyòng xīnténg qián, zán qù jiù qù ge hǎo diǎnr de fàndiàn."
在海上生活可不是件简单的事。这几天，我们晕船晕得吃了吐，吐了吃，一点儿胃口都没有。,"Zài hǎi shàng shēnghuó kě búshì jiàn jiǎndān de shì. Zhè jǐ tiān, wǒmen yùnchuán yùn de chīle tù, tùle chī, yìdiǎnr wèikǒu dōu méiyǒu."
昨天晚上我睡了醒，醒了睡，心里十分烦躁，总觉得我们的秘密被泄露了。,"Zuótiān wǎnshang wǒ shuìle xǐng, xǐngle shuì, xīnli shífēn fánzào, zǒng juéde wǒmen de mìmì bèi xièlòu le."
你相信也好，不相信也罢，反正我没有在背后说过你的坏话。,"Nǐ xiāngxìn yě hǎo, bù xiāngxìn yě bà, fǎnzhèng wǒ méiyǒu zài bèihòu shuōguo nǐ de huàihuà."
不论别人说我幼稚也好，不成熟也罢，我都会坚持自己的原则。,"Búlùn biéren shuō wǒ yòuzhì yě hǎo, bù chéngshú yě bà, wǒ dōu huì jiānchí zìjǐ de yuánzé."
她这次考试没考好，整整哭了一天，别提多伤心了。,"Tā zhè cì kǎoshì méi kǎohǎo, zhěngzhěng kūle yì tiān, biétí duō shāngxīn le."
