chinese,english
在广泛听取各方意见之后，工信部决定实施宽带提速计划，以实现上网速度与国际平均水平接轨。,"After consulting widely with all relevant parties, the Ministry of Industry and Information Technology has decided to implement a broadband speed-up programme with a view to bringing internet speeds into line with international averages."
世界卫生组织呼吁成员国加强合作，完善监督机制，保证有充裕的资金，以帮助广大发展中国家。,"The World Health Organisation has called on its member states to strengthen cooperation, improve monitoring mechanisms and ensure adequate funding to assist developing countries."
为什么我事先对你百般劝说都没有用，非得酿成大错你才肯反思？,"Why did none of my repeated attempts to persuade you beforehand have any effect, and why did you only reflect on your actions after you'd made such a terrible mistake?"
若是家长不给买玩具，“小皇帝”便会大哭大闹，非得把玩具弄到手才罢休。,"If their parents refuse to buy them a toy, these ‘little emperors' will throw a tantrum and won't give up until they've got their hands on it."
他的小女儿要是哭起来，任谁也哄不好。,"If his youngest daughter starts crying, no one can comfort her."
他的心情低落到了极点，似乎任什么事也不能让他开心一点。,He was feeling utterly down; it seemed as though nothing could cheer him up in the slightest.
我8岁开始学拉二胡，现已达到第七级了；11岁开始学弹钢琴，现已通过第八级的考试。,"I started learning the erhu when I was eight years old, and I have now reached Level 7; I started learning the piano when I was eleven, and I have now passed the Level 8 exam."
我在孩子的成长过程中，给予他充分的自由。我不逼他学奥数，除非他自己愿意学；不逼他音乐考级，只求培养些许乐感；不逼他学外语，只为他提供开口讲外语的机会。,"Throughout my child's upbringing, I have given him complete freedom. I do not force him to study Olympiad maths unless he wishes to do so himself; I do not force him to sit music exams, but simply aim to cultivate a sense of musicality; and I do not force him to learn a foreign language, but merely provide him with opportunities to speak it."
今年虽然因为气温低，西瓜上市的时间推迟了，但总产量同比增长了近二成。,"Although the arrival of watermelons on the market has been delayed this year due to the low temperatures, total production has increased by nearly 20 per cent compared with last year."
我清楚地记得那天她戴的是一枚钻戒，虽然她后来坚决否认，说她戴的只不过是枚普通金戒指，而且她发给我的照片也证实了这一点，可我还是不愿意承认我记错了。,"I clearly remember that she was wearing a diamond ring that day; although she later categorically denied it, insisting that it was merely an ordinary gold ring—and the photo she sent me did indeed confirm this—I still refuse to admit that I was mistaken."
如果你足够努力，而且有一定的天赋，再加上一点点好运气，就一定能通过这次考试。,"If you work hard enough, have a certain amount of talent, and a bit of luck on your side, you're bound to pass this exam."
要是房子没有其他问题，只是因为租金高而迟迟租不出去，你就要考虑降一部分租金试试了。,"If there are no other issues with the property and it simply isn't letting because the rent is too high, you should consider lowering the rent slightly to see if that helps."
由于奥运会足球比赛一开始只面向准业余选手，所以它的水平不能与世界杯相比。于是在1930年乌拉圭举办第一届世界杯后，奥运会足球比赛就退居到次要位置。,"As the Olympic football tournament was initially open only to semi-amateur players, the standard of play could not be compared to that of the World Cup. Consequently, following the first World Cup, held in Uruguay in 1930, the Olympic football tournament took a back seat."
他非常热衷于人体研究，因为在研究中不但可以获得新知识，而且还能对自己的身体状况有更深入的了解。,"He is very keen on the study of the human body, as this not only enables him to gain new knowledge but also gives him a deeper understanding of his own physical condition."
